customer_id,first_name,last_name,email,phone,address,city,state,zip_code,date_of_birth,account_balance,account_status,created_date,last_updated
CUST000001,Laura,Singh,thomas34@example.org,+1-513-331-1667x7922,"76652 Christopher Fort, Nancyfurt, FM 73955",Hoffmanland,DE,76269,1961-11-05,11908.24,Suspended,2025-06-12,2025-12-08
CUST000002,Emily,Zimmerman,robinsonmary@example.org,(458)420-3352x51271,"99191 Campbell Road Suite 012, Johnsonfurt, AL 02888",Pattersonville,WY,49517,1988-04-26,31513.44,Active,2025-12-05,2025-12-12
CUST000003,Rose,Gibson,kennethjackson@example.net,7043720721,"PSC 0039, Box 4513, APO AA 07706",North Maryshire,CT,16792,1969-08-07,24454.47,Suspended,2024-07-05,2025-12-02
CUST000004,Thomas,Robertson,howard17@example.net,+1-592-623-8112x0597,"5093 Kayla Lake Suite 277, South Brookefurt, VI 11884",Port Stefanieshire,SD,96678,1960-11-10,37891.58,Active,2024-05-16,2025-12-16
CUST000005,Rebecca,Washington,cuevaspaul@example.com,+1-296-537-2359x78282,"82770 Joshua Vista, Oliviaview, MN 45109",Nancychester,SC,00727,1960-07-06,43598.62,Inactive,2025-08-22,2025-11-30
CUST000006,Rhonda,Mitchell,vmarshall@example.com,001-778-470-8910x612,"USNS Quinn, FPO AA 44217",New Leestad,AZ,17485,1984-03-23,12659.8,Active,2025-03-09,2025-12-17
CUST000007,Alexander,Jacobson,jacksonscott@example.org,001-694-760-1988x74844,"41208 Ebony Forks Apt. 018, Amyville, PA 87575",North Gary,GA,30923,2007-04-12,48820.02,Inactive,2024-12-20,2025-11-25
CUST000008,Suzanne,Green,rdunn@example.net,+1-869-210-3272x825,"246 Martinez Key Suite 589, Robertview, PW 80401",North Ashleyfort,VT,56372,1992-08-21,38487.67,Suspended,2024-08-23,2025-12-10
CUST000009,Tammy,Lopez,davidrobinson@example.org,(619)685-7897x718,"968 Michael Vista Suite 526, North Margaretmouth, MT 45967",Cookfort,NE,49949,1961-08-26,16138.51,Suspended,2024-07-17,2025-12-20
CUST000010,Douglas,Brown,robinsonveronica@example.org,(601)210-1268,"673 Lambert Center, Melissaborough, WA 16680",South Dustin,MH,40939,2004-06-11,3345.8,Suspended,2024-11-17,2025-12-12
CUST000011,John,Reed,james68@example.com,001-927-537-7757x26815,"45520 Kevin Curve Apt. 279, Port Daniel, CT 52454",East Kristinaport,TN,90939,1988-12-20,15040.52,Inactive,2024-05-28,2025-12-17
CUST000012,Tiffany,Suarez,hayesvanessa@example.com,2858372258,"544 Drake Road Apt. 182, New Richardview, NH 64128",South Justinstad,NH,38984,1973-12-30,41046.5,Inactive,2025-10-12,2025-12-08
CUST000013,Cindy,Scott,jonesjohn@example.org,(830)861-6361,"Unit 2916 Box 8992, DPO AA 32731",Toddfurt,MN,86318,1946-04-01,26119.61,Suspended,2024-10-14,2025-12-01
CUST000014,Melanie,Pearson,maldonadoangela@example.com,513-322-2915x08020,"0333 Patterson Curve, Lake Amandashire, ME 82218",North Amy,AK,27721,1973-04-01,9167.91,Suspended,2024-08-19,2025-11-26
CUST000015,Vanessa,Houston,racheljones@example.com,612.571.8330x89660,"950 Mercado Bypass, Josephton, SD 44912",South Scottfurt,NJ,72480,1948-10-12,28463.92,Suspended,2025-04-07,2025-12-20
CUST000016,Scott,Bryant,stacyschneider@example.org,(555)634-6210x3485,"424 Rebecca River, Clarkfurt, WA 44381",South Marcusstad,ME,72560,1986-10-23,36064.54,Inactive,2024-05-01,2025-11-27
CUST000017,James,Mosley,choielizabeth@example.com,+1-391-586-0573x2938,"51337 Christopher Drive Apt. 254, Kingshire, SC 41884",West Michael,FM,17995,1982-12-11,7877.97,Inactive,2024-10-25,2025-12-22
CUST000018,Louis,Jenkins,eflowers@example.net,776-226-1058,"PSC 9772, Box 9943, APO AA 89060",Hoffmanshire,RI,56576,1957-11-20,29647.07,Active,2024-07-15,2025-12-22
CUST000019,Lisa,Lane,richardgallegos@example.net,001-865-613-4696x4045,"311 Steven Plains, Brandihaven, DE 74063",Lake Laurenport,NC,08729,1996-12-27,34802.3,Suspended,2024-09-04,2025-12-21
CUST000020,Tony,Miles,fosterashley@example.net,001-589-350-7046,"653 Matthew Meadow Suite 257, Lake Michaeltown, HI 38518",Port Autumnfort,FM,58926,1992-06-02,9173.34,Inactive,2025-09-13,2025-12-16
CUST000021,Daniel,Briggs,navarrorenee@example.org,888.977.5909x545,"61745 Levy Stream, Port Amber, UT 24388",New Arthur,MD,60726,1945-12-15,45244.75,Active,2025-06-18,2025-11-27
CUST000022,Meghan,Scott,smithjeffery@example.com,955-395-0961,"524 Bradley Key Apt. 188, Villanuevaview, WY 54173",Justinside,NC,77917,1952-04-25,15203.42,Active,2025-10-09,2025-12-08
CUST000023,Angelica,Miller,baileyjason@example.org,279-592-0246x192,"332 Bell Station, Nicoleview, WV 45536",South Willieville,MO,19204,1960-09-25,12721.84,Suspended,2024-05-13,2025-12-14
CUST000024,Melissa,Cook,sarahhernandez@example.com,550.639.3857,"02286 Carla River, South Gary, VT 71117",East Lisaborough,MS,22333,1979-05-17,47619.87,Suspended,2025-03-07,2025-11-27
CUST000025,Robert,Gutierrez,johnnelson@example.org,6776473857,"47067 Christina Burg Suite 095, Evanstad, FL 81233",East Elizabethberg,AR,16547,1988-12-24,49580.77,Suspended,2024-11-09,2025-12-05
CUST000026,Casey,Stephens,tiffany91@example.com,804-748-2505x25178,"60916 Kelly Ville, South Robert, TX 06521",Mendezburgh,SD,40720,2001-06-03,456.52,Inactive,2024-04-17,2025-12-14
CUST000027,Devon,Roberson,hfoster@example.net,959.598.9256x6880,"119 Johnson Crossroad, Suarezberg, NY 64786",Ashleechester,FL,31860,2005-06-20,10618.23,Suspended,2025-12-04,2025-12-20
CUST000028,Sarah,Mack,aclark@example.org,+1-770-899-3420,"99150 William Fort, Pottsport, MD 75874",South Petertown,CT,44501,1963-09-03,15757.24,Inactive,2025-12-13,2025-12-13
CUST000029,Robert,Miller,barrettmiguel@example.com,9307448714,"550 Roman Parkway Apt. 910, Williamsshire, OK 48682",Fordmouth,DE,72564,1957-11-28,35019.53,Suspended,2024-10-05,2025-12-14
CUST000030,Tim,Dixon,meverett@example.org,245.966.9847x22517,"4767 Rios Ports Suite 753, Lake Josephfurt, KS 65595",New Danielside,AK,14886,2002-04-25,44109.97,Active,2024-12-05,2025-12-21
CUST000031,John,Powers,cmorris@example.org,+1-283-806-8919x4255,"722 Amy Stravenue, Paulaside, DE 75222",Lake Jefferytown,CA,83162,1970-09-18,12762.29,Active,2025-06-12,2025-12-18
CUST000032,Steve,Hernandez,hillmelissa@example.net,(338)659-5660x92357,"8572 Jamie Glens, Martinfort, CA 79395",Lake Kristinastad,NC,29734,1973-05-13,7859.85,Suspended,2024-05-16,2025-11-23
CUST000033,Bryan,Long,brittanyjones@example.net,+1-497-630-6466,"328 Allen Park, West Tracyport, AZ 32480",Melvinstad,MD,51648,1970-08-18,10928.66,Active,2024-08-22,2025-12-06
CUST000034,Kelly,Gonzalez,sjackson@example.net,718-605-5251,"863 Andrew Island Apt. 846, Brownborough, KS 18540",Lindseybury,NV,62273,1991-10-27,32305.18,Active,2024-12-07,2025-12-21
CUST000035,Clinton,Yu,michael45@example.org,001-898-889-5205x125,"USCGC Curtis, FPO AE 18666",Fordhaven,IL,92386,1991-04-28,21041.78,Suspended,2025-09-19,2025-12-06
CUST000036,Michael,Conner,maria56@example.net,337-760-9797x0895,"55674 Thompson Ways Suite 086, West Barbaraburgh, DE 31242",Whiteview,NM,33031,1973-08-20,10716.87,Inactive,2024-08-09,2025-11-24
CUST000037,Alexander,Pace,scott97@example.org,486.255.6671,"913 Norris Fork Suite 147, Jacksonfort, SD 58252",South Matthewland,NY,28822,1984-04-12,29262.99,Inactive,2025-10-25,2025-12-08
CUST000038,Daniel,Montgomery,qrangel@example.net,(545)475-4348x4824,"684 Cheryl Haven Suite 249, South Erin, GU 93904",Justintown,IL,99942,1963-04-05,1441.88,Active,2025-05-15,2025-12-19
CUST000039,Stanley,Lindsey,brandonbailey@example.com,573.988.9369x869,"4280 Brady Common, Coopermouth, NM 02479",Diazhaven,SD,54060,1948-06-18,25343.3,Inactive,2024-10-02,2025-12-20
CUST000040,Abigail,Cruz,theresagraham@example.net,+1-339-825-7225x84023,"USS Johnson, FPO AA 38633",Barretthaven,PW,50597,1996-04-08,47662.83,Suspended,2025-08-30,2025-12-19
CUST000041,Carrie,Charles,rachelmorales@example.org,561.405.9214x08796,"PSC 5595, Box 3803, APO AA 41484",Port Heatherberg,IN,54719,1954-01-19,40879.71,Active,2025-08-24,2025-11-28
CUST000042,Thomas,Adams,xdurham@example.com,001-900-229-2449x27318,"80937 Christopher Walks, Sharonville, HI 39342",Bensonberg,OK,52862,1960-06-21,22765.63,Active,2024-01-07,2025-12-20
CUST000043,Holly,Ford,jennifer06@example.com,001-883-670-7755x55565,"073 Julie Parks Suite 387, North Alexander, NY 56740",North Miguelhaven,PA,42992,1952-01-20,33722.83,Suspended,2024-03-11,2025-12-09
CUST000044,George,Taylor,vargaspaul@example.org,+1-304-568-4809,"782 Jones Union, Terrancechester, KS 90302",Anthonyburgh,GU,87428,1967-05-28,48763.58,Inactive,2023-12-31,2025-12-09
CUST000045,Maria,Gonzalez,laura56@example.com,(815)293-8237x24276,"756 Jones Glens, Brittanyshire, MS 16546",Stephanieport,TX,33054,1987-11-24,9077.08,Suspended,2024-09-01,2025-12-03
CUST000046,Hannah,Armstrong,sextonjacob@example.com,9746432881,"69636 Tyler Rapid, Johnsstad, NM 81427",Claytonfurt,ID,05506,1984-07-23,18295.15,Inactive,2025-01-01,2025-11-28
CUST000047,Walter,Ruiz,pennystewart@example.org,(293)689-1810,"353 Edward Expressway, Donnahaven, CO 73927",East Natalie,FL,23666,1965-09-20,36096.42,Inactive,2025-05-29,2025-11-26
CUST000048,Charles,Rodriguez,ralvarez@example.net,001-578-800-2842x61293,"66128 Bates Mountains Apt. 549, Charlesmouth, MT 08687",North Jessica,TN,45873,1963-05-24,26915.68,Suspended,2025-08-17,2025-12-20
CUST000049,Scott,Jones,kevin01@example.org,(619)351-7192x025,"3124 Johnston Inlet, Berryland, NJ 63161",New Nicholas,HI,42808,1983-08-15,40839.32,Active,2025-02-15,2025-12-11
CUST000050,Rebekah,Wallace,kristin75@example.org,214.483.9581x57408,"443 Amber Harbor, South Andrewhaven, HI 85303",West Grace,UT,42615,1963-01-08,25628.45,Inactive,2025-04-25,2025-12-10
CUST000051,Jessica,Schroeder,sparker@example.org,(675)811-9163x7272,"79533 Patel Circles Suite 565, East Donaldport, CO 82508",Robertshire,MD,82882,1985-05-02,24670.23,Suspended,2024-09-08,2025-11-26
CUST000052,Penny,Graham,oharper@example.com,+1-897-840-2515x49835,"69850 Watts Camp, Johnsonport, CA 70490",Jamesburgh,RI,83776,1949-05-28,23285.26,Suspended,2025-04-17,2025-12-20
CUST000053,Richard,Espinoza,ricechristopher@example.org,351.770.6463,"2143 Cory Street Apt. 728, Port William, OH 45958",Thompsonshire,PW,13145,2001-05-31,32815.43,Active,2023-12-30,2025-12-21
CUST000054,Curtis,Jefferson,nicholasking@example.org,(319)731-6104x30246,"359 Robinson Bypass Suite 652, Wallfort, SD 15457",South Michaelmouth,GA,48757,1961-01-04,40108.15,Active,2025-10-11,2025-12-18
CUST000055,David,Herrera,jlynch@example.com,628-896-9094x34856,"33486 Sarah Garden Suite 203, North Ralph, WA 18484",Port Leah,WI,67967,2007-12-09,46643.32,Suspended,2024-12-28,2025-12-09
CUST000056,Alyssa,Green,elizabethtucker@example.org,(558)738-2277,"42828 James Curve, New Kathleen, CA 11153",Oscarville,LA,60711,2002-03-04,7782.78,Inactive,2025-01-29,2025-11-24
CUST000057,Vanessa,Cooper,sandra20@example.com,001-270-540-7686x5136,"17550 Benjamin Freeway, West Reginaberg, AL 76367",Lake Kayla,VI,58626,1991-09-29,46427.8,Suspended,2024-01-03,2025-12-06
CUST000058,Brian,Davis,emilyallen@example.org,+1-868-854-5873x7322,"706 Jacob Branch, West Timothy, WY 75728",Lindaborough,TN,07909,1974-01-05,21220.17,Suspended,2024-04-01,2025-12-15
CUST000059,Cynthia,Oconnell,butlermichelle@example.com,386.622.0310,"7364 Jonathan Meadow Apt. 412, Lake Susanstad, SC 37987",West Brandon,CA,33715,1960-01-02,35852.5,Suspended,2024-10-19,2025-12-11
CUST000060,William,Rhodes,vwalker@example.net,+1-895-302-9330x54775,"7997 Patricia Mountain, New Sarah, GA 12180",Whitneyburgh,KY,27781,1957-06-07,47648.42,Active,2025-05-18,2025-12-02
CUST000061,William,Adams,qbrown@example.org,755-935-7664,"71318 Lucas Terrace Apt. 438, South Victoria, OR 71452",Whitakerberg,NC,61500,1978-07-21,36916.37,Active,2025-05-01,2025-12-15
CUST000062,Walter,Russell,scottteresa@example.net,(352)411-8031,"3334 Rachel Mall, North Anthonyborough, UT 21769",Lake Steven,AL,02251,2006-12-16,49777.77,Inactive,2025-08-05,2025-12-01
CUST000063,Michelle,Santos,adrian57@example.com,+1-249-445-0087x9823,"91144 Heather Trail Apt. 118, Nguyenfurt, PA 82903",Lake Joannamouth,MN,38752,1946-08-22,49638.08,Active,2025-10-31,2025-12-02
CUST000064,Michael,Myers,victor56@example.org,288.301.6962x57499,"3487 Robert Mews, West Desiree, MH 15499",South Tina,ND,85112,1990-12-17,39153.32,Active,2025-06-12,2025-11-28
CUST000065,Stephanie,Lara,tkelly@example.org,001-239-567-9190x677,"00432 Porter Vista Suite 318, Lake Elizabeth, OK 97977",West Michael,VT,22223,1974-01-16,20079.34,Suspended,2024-06-10,2025-12-06
CUST000066,Anthony,Mays,agardner@example.net,+1-786-220-8768x536,"69521 Brian Road Suite 686, Chanberg, WI 97034",South Brandon,CO,25295,1986-02-07,6047.17,Active,2024-09-07,2025-12-10
CUST000067,Christopher,Davis,sarah79@example.org,001-996-240-9320,"923 Daniel Passage, South Jamesbury, NM 45572",Lake Kaylashire,GU,48314,1955-07-20,22181.08,Suspended,2024-03-02,2025-12-19
CUST000068,Teresa,Wilson,ahouse@example.org,+1-448-743-7231x86250,"23772 French Walks Apt. 433, Lake Derrick, NM 67629",Craigstad,AZ,83047,1994-02-01,46683.42,Inactive,2024-01-19,2025-11-26
CUST000069,Steve,Smith,blackwellbryan@example.net,(502)857-3505x73077,"Unit 2902 Box 0787, DPO AP 81480",Knightstad,IN,22783,1963-01-04,42291.11,Inactive,2025-04-19,2025-12-01
CUST000070,Donald,Norman,jamesskinner@example.net,(526)670-4797,"67082 Daugherty Islands Suite 829, North Maria, KS 76180",New Paul,LA,33734,1993-12-20,46049.57,Active,2024-08-16,2025-12-06
CUST000071,Mary,Murray,catherinesalazar@example.net,001-868-958-4613x180,"850 Munoz Fields, New Kevin, KS 76586",South Jamie,MD,34258,1955-12-24,142.65,Suspended,2024-12-24,2025-12-04
CUST000072,Nicholas,Cox,palmerdeanna@example.org,001-431-702-1211x312,"911 Taylor Viaduct, Ambertown, NJ 23657",Ericaport,VI,77673,1978-04-23,28143.81,Active,2024-02-21,2025-12-02
CUST000073,Laurie,Fleming,jonesjared@example.net,(688)456-2106,"28505 Ramirez Crossroad Suite 788, New Kristashire, VT 23328",Fullerberg,UT,08381,1960-10-26,35993.53,Suspended,2025-10-06,2025-12-07
CUST000074,Sarah,Hensley,ricky07@example.net,214-843-6593x210,"63377 Nicole Turnpike Apt. 170, Bryanthaven, WA 41547",Schultzberg,WI,78081,1993-03-15,30736.34,Active,2024-02-14,2025-12-08
CUST000075,Steven,Gonzalez,angelaritter@example.org,001-608-930-3909x331,"5352 Breanna Row Suite 793, Davidland, MI 12893",West Jessebury,MT,24851,1983-10-27,38509.06,Suspended,2025-02-04,2025-12-10
CUST000076,Kimberly,Berry,shirley75@example.com,+1-963-363-6412x791,"6081 Hernandez Forks, Port Johnchester, OR 86381",Susanchester,PW,66922,1955-03-31,1824.45,Inactive,2025-07-13,2025-12-10
CUST000077,Joe,Graham,pattersonpaige@example.com,(423)770-6813x17883,"446 Mcneil Rest, New Kathleen, OH 72522",East Shawnhaven,MN,20850,1966-12-21,771.77,Active,2025-09-30,2025-11-26
CUST000078,Marie,Johnson,petersandrea@example.com,409-914-9945,"43610 Kenneth Valley, West Allenside, IL 58440",Jonesport,IN,63454,1958-10-24,13789.63,Inactive,2025-05-23,2025-12-02
CUST000079,Jacqueline,Cochran,cherylgill@example.net,436-578-8364x156,"70617 Walker Common, New Ronnieborough, IA 51729",Thompsonfort,WY,01911,1986-09-29,18357.38,Active,2024-07-11,2025-12-10
CUST000080,Victoria,Garcia,ojohnson@example.net,513.748.3756,"63503 Jessica Meadows Apt. 786, North Andrewland, CO 26544",Turnerstad,NH,14705,1962-05-30,18915.11,Active,2024-09-02,2025-11-23
CUST000081,Benjamin,Walker,duncanhunter@example.net,+1-625-451-7512,"2110 Scott Run Apt. 625, Port Carla, PW 39166",East Amy,WA,74712,1988-05-31,28234.44,Active,2024-06-08,2025-11-30
CUST000082,Paula,Hill,jenniferyoung@example.net,+1-762-243-4492x04157,"819 Woodward Rapids Suite 443, Thomasstad, OR 72643",Seanfort,UT,90446,1965-10-14,32287.4,Inactive,2025-04-01,2025-11-29
CUST000083,Timothy,Brown,wpetty@example.org,316.986.6667x76259,"048 Ryan Vista Apt. 345, East Terrichester, MD 44994",New Jennifer,TX,80774,1962-10-07,29461.77,Active,2024-08-23,2025-12-14
CUST000084,Crystal,Hamilton,uhill@example.org,4677033196,"55696 Zachary Light Suite 298, Port Andreachester, MN 27662",Rogersville,AS,05472,1966-07-30,6768.31,Suspended,2025-11-05,2025-12-04
CUST000085,Darryl,Garner,alyssa18@example.net,(710)550-4296x430,"074 Pineda Harbors, Christopherside, DC 69964",New Lindsey,ME,08545,1946-11-09,7795.88,Suspended,2025-08-28,2025-12-09
CUST000086,Alexandria,Fuller,rhurley@example.com,+1-509-911-4778x250,"0552 Williams Mission, Obrienmouth, NM 61959",New Cheryl,OR,34108,1967-01-26,3721.15,Suspended,2025-08-28,2025-12-02
CUST000087,Jennifer,Price,carolyn97@example.com,7057062625,"2466 Elizabeth Crest, Bryantberg, IN 54943",Scottfort,OR,41920,1974-03-28,34537.03,Inactive,2025-06-20,2025-12-22
CUST000088,Jose,Sullivan,fperez@example.net,001-614-207-3766x06511,"67470 Ashley Isle, Kelleystad, MI 64897",Nunezbury,AK,18494,1947-10-25,24709.91,Suspended,2024-07-03,2025-12-11
CUST000089,Gina,Smith,jasmine52@example.com,+1-901-708-3281x77978,"18046 Rachel Lane, Hawkinsfort, WI 66526",South Christopherberg,DE,34897,1985-05-10,6401.92,Inactive,2025-09-17,2025-12-13
CUST000090,David,Everett,huynhbarbara@example.net,(365)508-3055x42258,"82120 Jones Mills Apt. 048, Holmesport, NV 62568",Port Eric,AK,34138,1997-04-17,45608.6,Active,2025-03-03,2025-12-01
CUST000091,Melanie,Smith,tbell@example.org,+1-362-228-0639x5178,"7991 Joseph Highway Apt. 842, Oscarland, IN 81794",Justinborough,MD,68101,1982-01-17,1743.37,Active,2025-07-15,2025-11-23
